n_amenageur;n_operateur;n_enseigne;ID_station;n_station;ad_station;code_insee;Xlongitude;Xlatitude;nbre_pdc;ID_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations;date_maj
Châteaux de la Messardiere;Châteaux de la Messardiere;TESLA Recharge à Destination;;Châteaux de la Messardiere;2 Route de tahiti, Saint-Tropez,  83990 France;83119;6.657864;43.253578;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Chalet L'Orignal;Chalet L'Orignal;TESLA Recharge à Destination;;Chalet L'Orignal;489 route des Pecles, Chamonix-Mont-Blanc,  74400 France;74056;6.858696;45.917673;2;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Chalet L'Orignal;Chalet L'Orignal;TESLA Recharge à Destination;;Chalet L'Orignal;489 route des Pecles, Chamonix-Mont-Blanc,  74400 France;74056;6.858696;45.917673;2;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Chalet M la Plagne;Chalet M la Plagne;TESLA Recharge à Destination;;Chalet M la Plagne;Chemin de l'Épine, La Côte-d'Aime,  73210 France;73142;6.67722;45.574789;2;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Chalet M la Plagne;Chalet M la Plagne;TESLA Recharge à Destination;;Chalet M la Plagne;Chemin de l'Épine, La Côte-d'Aime,  73210 France;73142;6.67722;45.574789;2;;17;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Chalet Marano Hôtel Restaurant & Spa;Chalet Marano Hôtel Restaurant & Spa;TESLA Recharge à Destination;;Chalet Marano Hôtel Restaurant & Spa;Le Hameau - Lieu-dit La Clairière - Adrech de Barris, Isola 2000,  06420 France;6110;7.164149;44.184356;2;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Chalet Marano Hôtel Restaurant & Spa;Chalet Marano Hôtel Restaurant & Spa;TESLA Recharge à Destination;;Chalet Marano Hôtel Restaurant & Spa;Le Hameau - Lieu-dit La Clairière - Adrech de Barris, Isola 2000,  06420 France;6110;7.164149;44.184356;2;;17;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Chalet-Hôtel Le Chamois d'Or;Chalet-Hôtel Le Chamois d'Or;TESLA Recharge à Destination;;Chalet-Hôtel Le Chamois d'Or;4080 route de Cordon, Cordon,  74700 France;74256;6.607738;45.91613;2;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Chalet-Hôtel Le Chamois d'Or;Chalet-Hôtel Le Chamois d'Or;TESLA Recharge à Destination;;Chalet-Hôtel Le Chamois d'Or;4080 route de Cordon, Cordon,  74700 France;74256;6.607738;45.91613;2;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Chambre d'hôtes Le Crot Foulot;Chambre d'hôtes Le Crot Foulot;TESLA Recharge à Destination;;Chambre d'hôtes Le Crot Foulot;Lieu dit au Crot Foulot, Jugy,  71240 France;71249;4.863397;46.600674;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Chambre d'hôtes Le Crot Foulot;Chambre d'hôtes Le Crot Foulot;TESLA Recharge à Destination;;Chambre d'hôtes Le Crot Foulot;Lieu dit au Crot Foulot, Jugy,  71240 France;71249;4.863397;46.600674;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Champagne Bergere;Champagne Bergere;TESLA Recharge à Destination;;Champagne Bergere;40 Avenue de CHampagne, Epernay,  51200 France;51230;3.964459;49.042239;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Champagne Bergere;Champagne Bergere;TESLA Recharge à Destination;;Champagne Bergere;40 Avenue de CHampagne, Epernay,  51200 France;51230;3.964459;49.042239;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Champagne Drappier;Champagne Drappier;TESLA Recharge à Destination;;Champagne Drappier;Rue de Bouillon, Urville,  10200 France;10048;4.653094;48.169703;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Champagne Drappier;Champagne Drappier;TESLA Recharge à Destination;;Champagne Drappier;Rue de Bouillon, Urville,  10200 France;10048;4.653094;48.169703;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Champagne Drappier;Champagne Drappier;TESLA Recharge à Destination;;Champagne Drappier;Rue de Bouillon, Urville,  10200 France;10048;4.653094;48.169703;3;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Champagne J de Telmont;Champagne J de Telmont;TESLA Recharge à Destination;;Champagne J de Telmont;1 Avenue de champagne, Damery,  51480 France;51597;3.883795;49.071026;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Champagne J de Telmont;Champagne J de Telmont;TESLA Recharge à Destination;;Champagne J de Telmont;1 Avenue de champagne, Damery,  51480 France;51597;3.883795;49.071026;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Champagne J de Telmont;Champagne J de Telmont;TESLA Recharge à Destination;;Champagne J de Telmont;1 Avenue de champagne, Damery,  51480 France;51597;3.883795;49.071026;3;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Champagne Paul Dethune;Champagne Paul Dethune;TESLA Recharge à Destination;;Champagne Paul Dethune;2 Rue du Moulin, Ambonnay,  51150 France;51564;4.167969;49.077283;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Champagne Paul Dethune;Champagne Paul Dethune;TESLA Recharge à Destination;;Champagne Paul Dethune;2 Rue du Moulin, Ambonnay,  51150 France;51564;4.167969;49.077283;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Champagne Pertois-Moriset;Champagne Pertois-Moriset;TESLA Recharge à Destination;;Champagne Pertois-Moriset;13 Avenue de la République, Le Mesnil-sur-Oger,  51190 France;51411;4.026829;48.948711;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Champagne Pertois-Moriset;Champagne Pertois-Moriset;TESLA Recharge à Destination;;Champagne Pertois-Moriset;13 Avenue de la République, Le Mesnil-sur-Oger,  51190 France;51411;4.026829;48.948711;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Charmhotel Au Bois le Sire;Charmhotel Au Bois le Sire;TESLA Recharge à Destination;;Charmhotel Au Bois le Sire;20 Rue Charles de Gaulle, Orbey,  68370 France;68249;7.165738;48.12699;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Charmhotel Au Bois le Sire;Charmhotel Au Bois le Sire;TESLA Recharge à Destination;;Charmhotel Au Bois le Sire;20 Rue Charles de Gaulle, Orbey,  68370 France;68249;7.165738;48.12699;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Chateau de Courban & Spa Nuxe;Chateau de Courban & Spa Nuxe;TESLA Recharge à Destination;;Chateau de Courban & Spa Nuxe;7 Rue du Lavoir, Courban, Bourgogne 21520 France;21303;4.737496;47.919094;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Chateau de Courban & Spa Nuxe;Chateau de Courban & Spa Nuxe;TESLA Recharge à Destination;;Chateau de Courban & Spa Nuxe;7 Rue du Lavoir, Courban, Bourgogne 21520 France;21303;4.737496;47.919094;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Chateau de Courban & Spa Nuxe;Chateau de Courban & Spa Nuxe;TESLA Recharge à Destination;;Chateau de Courban & Spa Nuxe;7 Rue du Lavoir, Courban, Bourgogne 21520 France;21303;4.737496;47.919094;3;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Château des Demoiselles;Château des Demoiselles;TESLA Recharge à Destination;;Château des Demoiselles;2040 Route de Callas, La Motte en Provence,  83920 France;83085;6.569723;43.511154;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Château des Demoiselles;Château des Demoiselles;TESLA Recharge à Destination;;Château des Demoiselles;2040 Route de Callas, La Motte en Provence,  83920 France;83085;6.569723;43.511154;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Chateau MontPlaisir;Chateau MontPlaisir;TESLA Recharge à Destination;;Chateau MontPlaisir;1 Chemin des Blagiers, Valréas,  84600 France;84097;4.994782;44.374708;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Chateau MontPlaisir;Chateau MontPlaisir;TESLA Recharge à Destination;;Chateau MontPlaisir;1 Chemin des Blagiers, Valréas,  84600 France;84097;4.994782;44.374708;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Chateau MontPlaisir;Chateau MontPlaisir;TESLA Recharge à Destination;;Chateau MontPlaisir;1 Chemin des Blagiers, Valréas,  84600 France;84097;4.994782;44.374708;3;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Chateau Prieuré Marquet;Chateau Prieuré Marquet;TESLA Recharge à Destination;;Chateau Prieuré Marquet;Marquette, Saint-Martin-du-Bois,  33910  France;33393;-0.251153;45.035655;2;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Chateau Prieuré Marquet;Chateau Prieuré Marquet;TESLA Recharge à Destination;;Chateau Prieuré Marquet;Marquette, Saint-Martin-du-Bois,  33910  France;33393;-0.251153;45.035655;2;;17;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Circuit Paul Ricard;Circuit Paul Ricard;TESLA Recharge à Destination;;Circuit Paul Ricard;2760 Route des hauts du Camp, Le Castellet, Provence-Alpes-Côte d'Azur 83330 France;83053;5.796432;43.248556;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Circuit Paul Ricard;Circuit Paul Ricard;TESLA Recharge à Destination;;Circuit Paul Ricard;2760 Route des hauts du Camp, Le Castellet, Provence-Alpes-Côte d'Azur 83330 France;83053;5.796432;43.248556;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Circuits Automobiles LFG;Circuits Automobiles LFG;TESLA Recharge à Destination;;Circuits Automobiles LFG;Aérodrome de la Ferté - Pôle de Loisirs Mécaniques Aérosphalte, La Ferté-Gaucher,  77320 France;77097;3.285344;48.761223;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Circuits Automobiles LFG;Circuits Automobiles LFG;TESLA Recharge à Destination;;Circuits Automobiles LFG;Aérodrome de la Ferté - Pôle de Loisirs Mécaniques Aérosphalte, La Ferté-Gaucher,  77320 France;77097;3.285344;48.761223;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Clos des Sens;Clos des Sens;TESLA Recharge à Destination;;Clos des Sens;13 Rue Jean Mermoz, Annecy le Vieux,  74940 France;74011;6.144625;45.917903;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Clos des Sens;Clos des Sens;TESLA Recharge à Destination;;Clos des Sens;13 Rue Jean Mermoz, Annecy le Vieux,  74940 France;74011;6.144625;45.917903;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Clos des Sens;Clos des Sens;TESLA Recharge à Destination;;Clos des Sens;13 Rue Jean Mermoz, Annecy le Vieux,  74940 France;74011;6.144625;45.917903;3;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Clos Marcamps;Clos Marcamps;TESLA Recharge à Destination;;Clos Marcamps;2  Chemin des Carrières, Prignac et Marcamps,  33710 France;33525;-0.497719;45.035393;2;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Clos Marcamps;Clos Marcamps;TESLA Recharge à Destination;;Clos Marcamps;2  Chemin des Carrières, Prignac et Marcamps,  33710 France;33525;-0.497719;45.035393;2;;17;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
