,Départements,Année,Essence + Superéthanol < 6CV,Essence + Superéthanol 6 à 7CV,Essence + Superéthanol 8CV et +,Hybride essence < 6CV,Hybride essence 6CV et +,Gazole < 6CV,Gazole 6CV et +,Essence-GPL < 6CV,Essence-GPL 6CV et +,Electricité,Total,Hybride gazole
216,Côte-d'Or,2016,3858.0,1719.0,704.0,242.0,144.0,3040.0,4248.0,1.0,2.0,156.0,14155.0,40.0
217,Côte-d'Or,2017,4044.0,2303.0,839.0,405.0,184.0,2670.0,4237.0,1.0,4.0,88.0,14789.0,14.0
218,Côte-d'Or,2018,4581.0,2759.0,903.0,509.0,244.0,2153.0,4111.0,5.0,9.0,181.0,15486.0,31.0
219,Côte-d'Or,2019,4870.0,2775.0,1212.0,447.0,369.0,1579.0,4338.0,7.0,5.0,248.0,15976.0,126.0
220,Côtes-d'Armor,2010,3665.0,590.0,214.0,38.0,13.0,6927.0,5774.0,713.0,0.0,0.0,17934.0,0.0
221,Côtes-d'Armor,2011,3681.0,685.0,189.0,47.0,5.0,6043.0,6213.0,96.0,0.0,10.0,16969.0,0.0
222,Côtes-d'Armor,2012,2667.0,637.0,202.0,23.0,74.0,4655.0,5277.0,14.0,1.0,17.0,13619.0,50.0
223,Côtes-d'Armor,2013,3204.0,841.0,207.0,187.0,12.0,4369.0,4408.0,11.0,11.0,75.0,13401.0,70.0
224,Côtes-d'Armor,2014,3697.0,933.0,199.0,168.0,12.0,4182.0,4040.0,10.0,11.0,59.0,13354.0,43.0
225,Côtes-d'Armor,2015,4395.0,1281.0,308.0,176.0,28.0,3540.0,4017.0,12.0,6.0,106.0,13970.0,99.0
226,Côtes-d'Armor,2016,4729.0,1967.0,518.0,295.0,84.0,3270.0,3941.0,3.0,1.0,172.0,15016.0,35.0
227,Côtes-d'Armor,2017,4972.0,2622.0,624.0,449.0,93.0,2899.0,4006.0,2.0,3.0,207.0,15890.0,12.0
228,Côtes-d'Armor,2018,6419.0,3287.0,665.0,544.0,129.0,2088.0,3573.0,6.0,7.0,228.0,16964.0,18.0
229,Côtes-d'Armor,2019,6487.0,2887.0,965.0,532.0,226.0,1607.0,3977.0,7.0,13.0,274.0,17046.0,67.0
230,Deux-Sèvres,2010,1511.0,283.0,121.0,35.0,6.0,3504.0,3369.0,362.0,1.0,0.0,9196.0,0.0
231,Deux-Sèvres,2011,1479.0,311.0,126.0,57.0,3.0,3212.0,3791.0,48.0,0.0,78.0,9105.0,0.0
232,Deux-Sèvres,2012,1149.0,305.0,107.0,12.0,60.0,2618.0,3195.0,7.0,0.0,190.0,7683.0,36.0
233,Deux-Sèvres,2013,1252.0,376.0,103.0,130.0,8.0,2971.0,2493.0,6.0,3.0,91.0,7475.0,38.0
234,Deux-Sèvres,2014,1570.0,437.0,89.0,135.0,7.0,2780.0,2442.0,4.0,8.0,37.0,7546.0,37.0
235,Deux-Sèvres,2015,1756.0,592.0,152.0,108.0,22.0,2532.0,2232.0,3.0,2.0,65.0,7522.0,58.0
236,Deux-Sèvres,2016,1887.0,901.0,202.0,166.0,52.0,2283.0,2114.0,1.0,1.0,111.0,7761.0,17.0
237,Deux-Sèvres,2017,1882.0,1147.0,255.0,272.0,63.0,2021.0,2257.0,0.0,0.0,105.0,8007.0,4.0
238,Deux-Sèvres,2018,2668.0,1452.0,291.0,327.0,71.0,1503.0,2123.0,2.0,4.0,131.0,8579.0,7.0
239,Deux-Sèvres,2019,2519.0,1201.0,410.0,277.0,134.0,1209.0,2202.0,8.0,4.0,123.0,8113.0,26.0
240,Dordogne,2010,1909.0,564.0,172.0,48.0,14.0,4275.0,3987.0,515.0,6.0,0.0,11490.0,0.0
241,Dordogne,2011,1820.0,579.0,208.0,60.0,10.0,3827.0,4318.0,81.0,7.0,5.0,10917.0,0.0
242,Dordogne,2012,1525.0,384.0,175.0,19.0,80.0,3258.0,3875.0,8.0,5.0,9.0,9390.0,52.0
243,Dordogne,2013,1787.0,451.0,180.0,143.0,12.0,3115.0,3106.0,14.0,7.0,34.0,8923.0,74.0
244,Dordogne,2014,2147.0,534.0,164.0,113.0,11.0,3084.0,2999.0,10.0,6.0,44.0,9151.0,39.0
245,Dordogne,2015,2596.0,797.0,258.0,145.0,24.0,2733.0,3156.0,8.0,1.0,92.0,9885.0,75.0
246,Dordogne,2016,2953.0,1140.0,384.0,188.0,53.0,2421.0,3067.0,1.0,1.0,116.0,10339.0,15.0
247,Dordogne,2017,3094.0,1721.0,458.0,377.0,69.0,2080.0,3125.0,2.0,4.0,164.0,11100.0,6.0
248,Dordogne,2018,3936.0,2148.0,505.0,381.0,111.0,1464.0,2866.0,6.0,6.0,195.0,11640.0,22.0
249,Dordogne,2019,4040.0,1859.0,684.0,371.0,207.0,1173.0,2789.0,21.0,8.0,217.0,11421.0,50.0
250,Doubs,2010,4625.0,1300.0,949.0,42.0,9.0,10969.0,10868.0,548.0,4.0,1.0,29317.0,0.0
251,Doubs,2011,4226.0,1331.0,1033.0,98.0,5.0,9520.0,12082.0,121.0,14.0,15.0,28866.0,0.0
252,Doubs,2012,3699.0,1041.0,708.0,22.0,71.0,9287.0,9877.0,10.0,7.0,72.0,25300.0,506.0
253,Doubs,2013,3949.0,1437.0,847.0,227.0,11.0,8251.0,8691.0,11.0,4.0,39.0,24113.0,646.0
254,Doubs,2014,4561.0,1530.0,839.0,203.0,12.0,8436.0,7718.0,8.0,4.0,63.0,23677.0,303.0
255,Doubs,2015,5828.0,1902.0,999.0,240.0,54.0,7071.0,7439.0,5.0,3.0,122.0,24218.0,554.0
256,Doubs,2016,6390.0,2680.0,1073.0,182.0,87.0,5167.0,7553.0,13.0,0.0,130.0,23449.0,174.0
257,Doubs,2017,6292.0,3390.0,1194.0,323.0,86.0,3129.0,6724.0,5.0,2.0,152.0,21320.0,22.0
258,Doubs,2018,6437.0,4332.0,1234.0,448.0,165.0,2047.0,5583.0,16.0,10.0,204.0,20509.0,32.0
259,Doubs,2019,6953.0,4153.0,1520.0,410.0,440.0,1854.0,4911.0,7.0,10.0,287.0,20654.0,109.0
260,Drôme,2010,3086.0,562.0,294.0,45.0,17.0,5661.0,5501.0,682.0,3.0,0.0,15851.0,0.0
261,Drôme,2011,3082.0,728.0,330.0,77.0,9.0,5101.0,6155.0,115.0,3.0,17.0,15618.0,0.0
262,Drôme,2012,2387.0,664.0,299.0,28.0,119.0,4047.0,5074.0,19.0,4.0,44.0,12765.0,78.0
263,Drôme,2013,2819.0,895.0,303.0,191.0,15.0,3882.0,4198.0,12.0,9.0,58.0,12474.0,91.0
264,Drôme,2014,3179.0,934.0,292.0,198.0,22.0,3763.0,3950.0,4.0,9.0,87.0,12492.0,54.0
265,Drôme,2015,3746.0,1247.0,430.0,192.0,50.0,3146.0,3739.0,9.0,3.0,185.0,12870.0,123.0
266,Drôme,2016,3859.0,1702.0,602.0,256.0,83.0,2709.0,3825.0,1.0,3.0,222.0,13297.0,35.0
267,Drôme,2017,3918.0,2336.0,734.0,418.0,117.0,2559.0,3939.0,6.0,9.0,268.0,14314.0,4.0
268,Drôme,2018,4730.0,2832.0,719.0,524.0,134.0,1764.0,3700.0,7.0,4.0,282.0,14721.0,24.0
269,Drôme,2019,4764.0,2586.0,1156.0,486.0,245.0,1243.0,3762.0,5.0,7.0,313.0,14673.0,106.0
270,Essonne,2010,8648.0,2365.0,992.0,220.0,39.0,12241.0,15050.0,1612.0,2.0,1.0,41172.0,0.0
271,Essonne,2011,8651.0,2628.0,1195.0,333.0,34.0,11090.0,16751.0,250.0,1.0,17.0,40954.0,0.0
272,Essonne,2012,6928.0,2253.0,1057.0,130.0,424.0,9327.0,14471.0,23.0,2.0,83.0,34879.0,180.0
273,Essonne,2013,7684.0,2913.0,1008.0,908.0,35.0,7922.0,11529.0,31.0,27.0,162.0,32527.0,308.0
274,Essonne,2014,8228.0,3037.0,1075.0,829.0,69.0,8070.0,11335.0,22.0,14.0,203.0,33090.0,208.0
275,Essonne,2015,10105.0,3832.0,1504.0,1163.0,213.0,6902.0,11385.0,21.0,18.0,413.0,35953.0,397.0
276,Essonne,2016,9976.0,4992.0,2029.0,1137.0,370.0,6227.0,10768.0,4.0,3.0,440.0,36049.0,102.0
277,Essonne,2017,10034.0,6297.0,2436.0,1774.0,433.0,5046.0,10328.0,4.0,14.0,575.0,36974.0,27.0
278,Essonne,2018,11666.0,7545.0,2689.0,2041.0,604.0,3500.0,9743.0,20.0,18.0,623.0,38504.0,55.0
279,Essonne,2019,11526.0,7564.0,3716.0,1940.0,884.0,1939.0,9333.0,20.0,29.0,875.0,38021.0,194.0
280,Eure,2010,3173.0,672.0,318.0,36.0,9.0,6769.0,6854.0,670.0,1.0,0.0,18502.0,0.0
281,Eure,2011,3001.0,775.0,339.0,51.0,6.0,6131.0,7478.0,77.0,2.0,7.0,17867.0,0.0
282,Eure,2012,2496.0,671.0,265.0,24.0,72.0,5011.0,6432.0,9.0,5.0,84.0,15144.0,74.0
283,Eure,2013,2785.0,844.0,265.0,152.0,15.0,4895.0,5094.0,18.0,12.0,49.0,14209.0,80.0
284,Eure,2014,3130.0,877.0,250.0,139.0,15.0,4436.0,4712.0,13.0,8.0,98.0,13754.0,76.0
285,Eure,2015,3931.0,1203.0,415.0,163.0,38.0,3995.0,4638.0,7.0,3.0,164.0,14691.0,134.0
286,Eure,2016,4183.0,1607.0,576.0,192.0,101.0,3542.0,4433.0,3.0,0.0,191.0,14854.0,26.0
287,Eure,2017,4774.0,2348.0,710.0,350.0,139.0,2927.0,4692.0,1.0,1.0,216.0,16166.0,8.0
288,Eure,2018,5745.0,2953.0,817.0,505.0,158.0,2405.0,4400.0,9.0,4.0,249.0,17256.0,11.0
289,Eure,2019,5642.0,2758.0,1174.0,423.0,251.0,1621.0,4340.0,7.0,11.0,318.0,16617.0,72.0
290,Eure-et-Loir,2010,2320.0,626.0,311.0,46.0,6.0,5054.0,5563.0,617.0,1.0,0.0,14545.0,0.0
291,Eure-et-Loir,2011,2378.0,738.0,326.0,42.0,3.0,4612.0,6163.0,93.0,0.0,3.0,14384.0,0.0
292,Eure-et-Loir,2012,2091.0,696.0,284.0,18.0,80.0,3948.0,5379.0,8.0,4.0,29.0,12616.0,78.0
293,Eure-et-Loir,2013,2417.0,770.0,280.0,145.0,15.0,3800.0,4453.0,6.0,8.0,53.0,12039.0,92.0
294,Eure-et-Loir,2014,2675.0,855.0,298.0,154.0,19.0,3632.0,4006.0,11.0,7.0,83.0,11800.0,60.0
295,Eure-et-Loir,2015,3025.0,1097.0,390.0,152.0,34.0,3210.0,3974.0,7.0,0.0,118.0,12112.0,105.0
296,Eure-et-Loir,2016,3255.0,1538.0,556.0,231.0,90.0,2945.0,4155.0,2.0,0.0,161.0,12958.0,24.0
297,Eure-et-Loir,2017,3546.0,2073.0,780.0,361.0,97.0,2389.0,4158.0,2.0,3.0,177.0,13599.0,12.0
298,Eure-et-Loir,2018,4092.0,2474.0,781.0,449.0,157.0,2201.0,3717.0,5.0,6.0,207.0,14112.0,23.0
299,Eure-et-Loir,2019,4437.0,2482.0,1055.0,523.0,189.0,1357.0,3904.0,4.0,2.0,308.0,14334.0,73.0
300,Finistère,2010,6594.0,946.0,303.0,90.0,14.0,11294.0,8942.0,961.0,0.0,0.0,29145.0,0.0
301,Finistère,2011,6372.0,1171.0,339.0,142.0,6.0,9286.0,9228.0,132.0,3.0,5.0,26687.0,0.0
302,Finistère,2012,4587.0,1029.0,315.0,33.0,146.0,7179.0,8076.0,26.0,1.0,28.0,21480.0,60.0
303,Finistère,2013,5678.0,1263.0,267.0,303.0,15.0,6633.0,6783.0,19.0,10.0,75.0,21118.0,70.0
304,Finistère,2014,6471.0,1519.0,342.0,301.0,21.0,6549.0,5972.0,18.0,19.0,85.0,21349.0,49.0
305,Finistère,2015,7488.0,2099.0,575.0,329.0,32.0,5348.0,5853.0,14.0,5.0,150.0,22040.0,147.0
306,Finistère,2016,7767.0,2917.0,752.0,420.0,113.0,4799.0,5741.0,2.0,3.0,234.0,22802.0,53.0
307,Finistère,2017,7975.0,4069.0,1017.0,653.0,177.0,3861.0,5685.0,4.0,3.0,284.0,23746.0,16.0
308,Finistère,2018,9951.0,4762.0,1030.0,967.0,273.0,2787.0,5160.0,14.0,20.0,304.0,25304.0,36.0
309,Finistère,2019,9822.0,4303.0,1395.0,749.0,414.0,2240.0,5341.0,15.0,10.0,395.0,24803.0,119.0
310,Gard,2010,4414.0,825.0,415.0,65.0,22.0,8472.0,7117.0,779.0,3.0,0.0,22114.0,0.0
311,Gard,2011,4409.0,926.0,429.0,95.0,11.0,7648.0,7794.0,132.0,0.0,9.0,21455.0,0.0
312,Gard,2012,3975.0,847.0,386.0,32.0,117.0,5978.0,6643.0,28.0,4.0,38.0,18130.0,80.0
313,Gard,2013,4330.0,963.0,405.0,266.0,23.0,5602.0,5595.0,14.0,14.0,89.0,17435.0,134.0
314,Gard,2014,4834.0,1150.0,404.0,252.0,29.0,5350.0,5216.0,5.0,13.0,92.0,17389.0,44.0
315,Gard,2015,5668.0,1643.0,635.0,274.0,65.0,4492.0,5157.0,3.0,6.0,170.0,18258.0,145.0
316,Gard,2016,6324.0,2349.0,850.0,304.0,125.0,3921.0,5059.0,1.0,1.0,205.0,19175.0,29.0
317,Gard,2017,6673.0,3487.0,923.0,692.0,168.0,3338.0,5223.0,4.0,2.0,282.0,20798.0,6.0
318,Gard,2018,7069.0,3727.0,1135.0,876.0,294.0,2232.0,4713.0,14.0,4.0,327.0,20410.0,19.0
319,Gard,2019,7697.0,3939.0,1534.0,771.0,354.0,1835.0,4428.0,10.0,9.0,445.0,21121.0,99.0
320,Gers,2010,888.0,147.0,66.0,21.0,4.0,2457.0,1941.0,239.0,2.0,0.0,5766.0,0.0
321,Gers,2011,873.0,160.0,71.0,18.0,1.0,2091.0,2037.0,25.0,2.0,3.0,5282.0,0.0
322,Gers,2012,699.0,134.0,59.0,7.0,38.0,1768.0,1767.0,5.0,0.0,9.0,4509.0,20.0
323,Gers,2013,831.0,161.0,73.0,91.0,3.0,1719.0,1474.0,2.0,1.0,19.0,4403.0,29.0
324,Gers,2014,912.0,154.0,45.0,79.0,3.0,1675.0,1352.0,5.0,1.0,20.0,4288.0,27.0
325,Gers,2015,1076.0,304.0,86.0,79.0,12.0,1509.0,1412.0,1.0,1.0,35.0,4565.0,44.0
326,Gers,2016,1281.0,394.0,124.0,136.0,39.0,1321.0,1372.0,0.0,0.0,56.0,4742.0,12.0
327,Gers,2017,1266.0,596.0,169.0,166.0,41.0,1086.0,1397.0,3.0,5.0,82.0,4828.0,5.0
328,Gers,2018,1564.0,788.0,154.0,209.0,45.0,821.0,1268.0,1.0,3.0,111.0,4969.0,5.0
329,Gers,2019,1623.0,669.0,238.0,178.0,78.0,568.0,1343.0,1.0,2.0,129.0,4847.0,18.0
330,Gironde,2010,9690.0,1947.0,864.0,134.0,56.0,15277.0,15267.0,2222.0,3.0,0.0,45472.0,0.0
331,Gironde,2011,9272.0,2058.0,892.0,237.0,48.0,14104.0,16462.0,368.0,4.0,26.0,43475.0,0.0
332,Gironde,2012,7607.0,1798.0,830.0,81.0,302.0,11790.0,14393.0,60.0,8.0,81.0,37133.0,179.0
333,Gironde,2013,9371.0,2289.0,841.0,614.0,71.0,11837.0,11994.0,54.0,60.0,168.0,37598.0,298.0
334,Gironde,2014,9693.0,2490.0,907.0,643.0,98.0,10952.0,10789.0,44.0,21.0,240.0,36079.0,198.0
335,Gironde,2015,11354.0,3325.0,1301.0,681.0,170.0,10143.0,10984.0,45.0,23.0,430.0,38798.0,325.0
336,Gironde,2016,12592.0,4860.0,1745.0,884.0,365.0,9156.0,11246.0,2.0,4.0,599.0,41519.0,66.0
337,Gironde,2017,13159.0,6411.0,2214.0,1623.0,506.0,9204.0,11728.0,16.0,10.0,635.0,45534.0,27.0
338,Gironde,2018,15344.0,7969.0,2344.0,2285.0,734.0,6550.0,11297.0,42.0,39.0,740.0,47409.0,65.0
339,Gironde,2019,17014.0,7683.0,3469.0,1895.0,1105.0,4468.0,12161.0,29.0,38.0,1050.0,49196.0,274.0
340,Haut-Rhin,2010,5545.0,1602.0,864.0,75.0,36.0,9892.0,10243.0,687.0,4.0,0.0,28956.0,0.0
341,Haut-Rhin,2011,5477.0,1916.0,1039.0,124.0,34.0,8583.0,11368.0,92.0,1.0,23.0,28665.0,0.0
342,Haut-Rhin,2012,4528.0,1682.0,894.0,49.0,177.0,6974.0,9501.0,10.0,3.0,120.0,24149.0,210.0
343,Haut-Rhin,2013,4707.0,2014.0,907.0,287.0,65.0,6221.0,7690.0,7.0,8.0,362.0,22550.0,278.0
344,Haut-Rhin,2014,5287.0,2284.0,1000.0,287.0,77.0,5595.0,6936.0,13.0,8.0,136.0,21800.0,167.0
345,Haut-Rhin,2015,6164.0,2581.0,1294.0,313.0,146.0,4807.0,7111.0,1.0,4.0,196.0,22929.0,307.0
346,Haut-Rhin,2016,6549.0,3385.0,1723.0,362.0,176.0,4046.0,7063.0,2.0,0.0,293.0,23666.0,65.0
347,Haut-Rhin,2017,7047.0,4316.0,1996.0,567.0,262.0,3504.0,7285.0,2.0,2.0,337.0,25355.0,31.0
348,Haut-Rhin,2018,7584.0,5676.0,2066.0,676.0,444.0,2572.0,6610.0,8.0,6.0,441.0,26122.0,35.0
349,Haut-Rhin,2019,7680.0,5549.0,2762.0,630.0,532.0,1891.0,5989.0,12.0,13.0,635.0,25829.0,136.0
350,Haute-Corse,2010,3253.0,1184.0,178.0,10.0,6.0,5216.0,4597.0,86.0,0.0,0.0,14530.0,0.0
351,Haute-Corse,2011,3536.0,654.0,174.0,17.0,5.0,5351.0,5547.0,10.0,1.0,6.0,15301.0,0.0
352,Haute-Corse,2012,1559.0,389.0,170.0,27.0,6.0,7345.0,5549.0,1.0,2.0,5.0,15064.0,11.0
353,Haute-Corse,2013,2301.0,987.0,146.0,50.0,5.0,6246.0,4673.0,1.0,1.0,5.0,14437.0,22.0
354,Haute-Corse,2014,3036.0,733.0,156.0,38.0,7.0,6784.0,4421.0,0.0,1.0,6.0,15196.0,14.0
355,Haute-Corse,2015,4195.0,1618.0,232.0,41.0,26.0,4666.0,4284.0,4.0,1.0,11.0,15325.0,247.0
356,Haute-Corse,2016,5682.0,2026.0,513.0,78.0,38.0,4888.0,4899.0,0.0,0.0,22.0,18156.0,10.0
357,Haute-Corse,2017,6369.0,2757.0,695.0,119.0,48.0,4824.0,5323.0,0.0,0.0,42.0,20179.0,2.0
358,Haute-Corse,2018,6998.0,4221.0,956.0,174.0,61.0,2913.0,4217.0,0.0,2.0,44.0,19642.0,56.0
359,Haute-Corse,2019,6282.0,4910.0,1805.0,126.0,86.0,2601.0,4173.0,3.0,0.0,87.0,20105.0,32.0
360,Haute-Garonne,2010,8142.0,1601.0,736.0,131.0,65.0,14543.0,14483.0,1707.0,7.0,1.0,41425.0,0.0
361,Haute-Garonne,2011,7853.0,1712.0,845.0,212.0,36.0,13453.0,15272.0,330.0,5.0,25.0,39753.0,0.0
362,Haute-Garonne,2012,6451.0,1580.0,727.0,74.0,258.0,10889.0,13479.0,36.0,8.0,79.0,33784.0,203.0
363,Haute-Garonne,2013,7273.0,1963.0,713.0,564.0,61.0,10834.0,11247.0,26.0,28.0,173.0,33176.0,293.0
364,Haute-Garonne,2014,8330.0,2201.0,756.0,640.0,97.0,10194.0,10733.0,32.0,27.0,237.0,33419.0,171.0
365,Haute-Garonne,2015,9632.0,3238.0,1150.0,578.0,149.0,9148.0,10752.0,29.0,20.0,399.0,35458.0,361.0
366,Haute-Garonne,2016,10540.0,4479.0,1600.0,725.0,264.0,8393.0,10928.0,2.0,5.0,620.0,37648.0,89.0
367,Haute-Garonne,2017,11258.0,6058.0,2008.0,1195.0,394.0,7220.0,11409.0,12.0,10.0,677.0,40262.0,18.0
368,Haute-Garonne,2018,13596.0,7530.0,2374.0,1644.0,548.0,4814.0,10295.0,25.0,34.0,970.0,41874.0,44.0
369,Haute-Garonne,2019,14262.0,7681.0,3421.0,1326.0,998.0,3459.0,10413.0,37.0,26.0,1246.0,43137.0,264.0
370,Haute-Loire,2010,1181.0,188.0,105.0,13.0,2.0,2578.0,2051.0,333.0,1.0,0.0,6452.0,0.0
371,Haute-Loire,2011,1193.0,248.0,92.0,12.0,3.0,2149.0,2205.0,65.0,0.0,3.0,5971.0,0.0
372,Haute-Loire,2012,809.0,257.0,94.0,4.0,26.0,1705.0,1919.0,5.0,2.0,10.0,4872.0,41.0
373,Haute-Loire,2013,1006.0,353.0,113.0,55.0,2.0,1479.0,1630.0,8.0,8.0,12.0,4719.0,53.0
374,Haute-Loire,2014,1085.0,372.0,74.0,44.0,3.0,1423.0,1392.0,9.0,4.0,11.0,4449.0,32.0
375,Haute-Loire,2015,1388.0,500.0,140.0,36.0,14.0,1167.0,1434.0,6.0,2.0,46.0,4781.0,48.0
376,Haute-Loire,2016,1460.0,683.0,213.0,77.0,31.0,976.0,1428.0,2.0,0.0,59.0,4946.0,17.0
377,Haute-Loire,2017,1527.0,915.0,259.0,122.0,32.0,727.0,1540.0,4.0,1.0,61.0,5204.0,3.0
378,Haute-Loire,2018,1981.0,1188.0,304.0,157.0,41.0,637.0,1394.0,7.0,3.0,70.0,5803.0,20.0
379,Haute-Loire,2019,1800.0,1049.0,418.0,160.0,71.0,470.0,1412.0,6.0,3.0,90.0,5513.0,34.0
380,Haute-Marne,2010,949.0,194.0,93.0,5.0,5.0,2037.0,1877.0,239.0,3.0,0.0,5402.0,0.0
381,Haute-Marne,2011,918.0,216.0,88.0,13.0,1.0,1623.0,2146.0,39.0,3.0,3.0,5050.0,0.0
382,Haute-Marne,2012,791.0,219.0,81.0,4.0,28.0,1396.0,1814.0,6.0,1.0,14.0,4378.0,24.0
383,Haute-Marne,2013,821.0,246.0,87.0,45.0,8.0,1307.0,1523.0,13.0,1.0,11.0,4091.0,29.0
384,Haute-Marne,2014,918.0,283.0,72.0,18.0,5.0,1283.0,1361.0,4.0,3.0,26.0,3995.0,22.0
385,Haute-Marne,2015,992.0,322.0,110.0,19.0,8.0,1113.0,1249.0,2.0,1.0,32.0,3881.0,32.0
386,Haute-Marne,2016,1109.0,471.0,158.0,58.0,16.0,985.0,1291.0,1.0,0.0,31.0,4131.0,11.0
387,Haute-Marne,2017,1180.0,669.0,198.0,104.0,27.0,823.0,1292.0,0.0,1.0,35.0,4331.0,2.0
388,Haute-Marne,2018,1500.0,866.0,194.0,129.0,41.0,630.0,1054.0,7.0,2.0,48.0,4478.0,7.0
389,Haute-Marne,2019,1595.0,761.0,285.0,116.0,42.0,570.0,1149.0,4.0,6.0,61.0,4615.0,26.0
390,Haute-Savoie,2010,6275.0,1971.0,1060.0,115.0,69.0,8844.0,10508.0,1062.0,3.0,1.0,29910.0,0.0
391,Haute-Savoie,2011,6080.0,2004.0,1186.0,239.0,44.0,7919.0,11997.0,164.0,2.0,12.0,29652.0,0.0
392,Haute-Savoie,2012,5698.0,1935.0,1255.0,64.0,293.0,6830.0,11068.0,29.0,3.0,32.0,27369.0,159.0
393,Haute-Savoie,2013,6796.0,2384.0,1255.0,568.0,67.0,6064.0,9203.0,25.0,9.0,103.0,26721.0,245.0
394,Haute-Savoie,2014,6897.0,2618.0,1162.0,548.0,80.0,5694.0,8033.0,15.0,13.0,135.0,25359.0,164.0
395,Haute-Savoie,2015,7757.0,3440.0,1650.0,501.0,192.0,5006.0,8706.0,15.0,10.0,230.0,27718.0,210.0
396,Haute-Savoie,2016,8290.0,4289.0,2319.0,726.0,319.0,4265.0,9014.0,3.0,3.0,424.0,29713.0,56.0
397,Haute-Savoie,2017,8801.0,5528.0,2627.0,1233.0,427.0,3509.0,8778.0,6.0,11.0,465.0,31402.0,11.0
398,Haute-Savoie,2018,9609.0,6499.0,2667.0,1609.0,516.0,2789.0,8566.0,15.0,15.0,730.0,33058.0,32.0
399,Haute-Savoie,2019,9691.0,6400.0,3386.0,1351.0,829.0,1710.0,8501.0,12.0,18.0,909.0,33020.0,204.0
400,Haute-Saône,2010,1188.0,255.0,149.0,12.0,5.0,3429.0,2835.0,215.0,1.0,0.0,8090.0,0.0
401,Haute-Saône,2011,1050.0,323.0,147.0,14.0,5.0,2835.0,2980.0,44.0,0.0,2.0,7400.0,0.0
402,Haute-Saône,2012,872.0,267.0,120.0,3.0,21.0,2397.0,2346.0,2.0,2.0,16.0,6085.0,39.0
403,Haute-Saône,2013,1061.0,376.0,121.0,46.0,4.0,2071.0,1943.0,7.0,4.0,15.0,5696.0,45.0
404,Haute-Saône,2014,1241.0,375.0,140.0,26.0,6.0,2015.0,1760.0,4.0,2.0,20.0,5626.0,37.0
405,Haute-Saône,2015,1610.0,560.0,166.0,29.0,17.0,1603.0,1593.0,3.0,2.0,36.0,5693.0,73.0
406,Haute-Saône,2016,1909.0,818.0,219.0,43.0,19.0,1245.0,1671.0,0.0,1.0,45.0,5983.0,12.0
407,Haute-Saône,2017,1912.0,943.0,263.0,66.0,36.0,941.0,1533.0,0.0,2.0,49.0,5747.0,2.0
408,Haute-Saône,2018,2104.0,1337.0,264.0,84.0,46.0,704.0,1503.0,5.0,1.0,53.0,6112.0,11.0
409,Haute-Saône,2019,2220.0,1134.0,419.0,111.0,43.0,618.0,1317.0,5.0,3.0,80.0,5976.0,25.0
410,Haute-Vienne,2010,1946.0,467.0,189.0,42.0,5.0,4468.0,3983.0,300.0,1.0,0.0,11402.0,0.0
411,Haute-Vienne,2011,2064.0,515.0,176.0,49.0,9.0,3861.0,4278.0,43.0,3.0,4.0,11002.0,0.0
412,Haute-Vienne,2012,1554.0,468.0,156.0,18.0,72.0,3149.0,3700.0,8.0,1.0,18.0,9182.0,38.0
413,Haute-Vienne,2013,1863.0,575.0,185.0,153.0,5.0,4012.0,3356.0,6.0,8.0,29.0,10239.0,45.0
414,Haute-Vienne,2014,2135.0,707.0,209.0,215.0,18.0,3876.0,2866.0,7.0,3.0,72.0,10147.0,39.0
415,Haute-Vienne,2015,2658.0,802.0,295.0,161.0,32.0,2768.0,2732.0,6.0,2.0,95.0,9616.0,64.0
416,Haute-Vienne,2016,2774.0,1157.0,396.0,194.0,66.0,2487.0,2854.0,1.0,1.0,118.0,10072.0,23.0
417,Haute-Vienne,2017,2837.0,1634.0,550.0,255.0,71.0,2061.0,3084.0,0.0,2.0,105.0,10605.0,5.0
418,Haute-Vienne,2018,3489.0,2040.0,575.0,352.0,91.0,1692.0,3144.0,1.0,9.0,116.0,11526.0,17.0
419,Haute-Vienne,2019,3709.0,1845.0,696.0,344.0,171.0,947.0,3149.0,3.0,2.0,157.0,11071.0,48.0
420,Hautes-Alpes,2010,850.0,214.0,87.0,24.0,9.0,1608.0,1672.0,240.0,8.0,0.0,4712.0,0.0
421,Hautes-Alpes,2011,839.0,225.0,102.0,28.0,3.0,1404.0,1874.0,21.0,4.0,1.0,4503.0,0.0
422,Hautes-Alpes,2012,726.0,189.0,81.0,8.0,30.0,1176.0,1566.0,2.0,6.0,3.0,3805.0,18.0
423,Hautes-Alpes,2013,780.0,236.0,96.0,58.0,4.0,923.0,1319.0,2.0,6.0,13.0,3467.0,30.0
424,Hautes-Alpes,2014,979.0,267.0,79.0,51.0,6.0,945.0,1168.0,5.0,3.0,16.0,3535.0,16.0
425,Hautes-Alpes,2015,996.0,366.0,134.0,61.0,12.0,719.0,1162.0,2.0,2.0,39.0,3512.0,19.0
426,Hautes-Alpes,2016,1073.0,485.0,157.0,71.0,32.0,601.0,1184.0,1.0,1.0,51.0,3663.0,7.0
427,Hautes-Alpes,2017,1094.0,668.0,179.0,150.0,47.0,524.0,1097.0,0.0,5.0,60.0,3825.0,1.0
428,Hautes-Alpes,2018,1378.0,700.0,195.0,190.0,49.0,407.0,1086.0,1.0,3.0,55.0,4073.0,9.0
